,company,number_reviews,search_city,star_rating,summary,title,how_paid,annual_salary,is_sponsored,time_since_posted,in_city,page,expensive_city,rating_cat
14851,CDK Global,83.0,"Austin, TX",3.4,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",Software Engineer IV - Data Science,,,1,7-12 days ago,1,3,0,low_rating
14852,Amazon Corporate LLC,10517.0,"Austin, TX",3.6,"Working with scientists and other engineers to investigate design approaches, prototype new technology, and evaluate technical feasibility....","AI Research/Software Development Engineer, Alexa Artificial...",,,1,more than 30 days ago,0,3,0,low_rating
14853,Amazon Corporate LLC,10517.0,"Austin, TX",3.6,"Together with a highly multi-disciplinary team of scientist, engineers, strategic partners, product managers and subject domain experts you will work on...",Data Scientist- Relocation Opportunity,,,1,7-12 days ago,0,3,0,low_rating
14854,IBM,12684.0,"Austin, TX",4.25,"Text, images, video, speech, etc.), natural language voice/text understanding, video/image comprehension, dialog, decision making, automatic text generation &...",Supplemental Research Scientist - Cognitive Computing,,,0,more than 30 days ago,1,3,0,high_rating
14855,All-In Analytics,0.0,"Austin, TX",,"Machine Learning Data Scientist. Proficient in programming languages such as R, SAS, Python, Matlab, SQL etc....",Senior Machine Learning Data Scientist,yearly,150000.0,0,13-18 days ago,1,3,0,no_rating
14856,W2O Group,4.0,"Austin, TX",3.5,"Data Scientists should have a background in the natural or physical sciences with experience using Python or R to collect, structure, manipulate, and report...",Data Scientist,,,0,more than 30 days ago,1,3,0,low_rating
14857,Providence Partners,0.0,"Austin, TX",,"Expert in R, Python or a similar Machine learning language. We are currently looking for a Data Scientist in Austin TX, who has experience in data resolution...",Data Scientist,,,0,13-18 days ago,1,3,0,no_rating
14858,Qcue,0.0,"Austin, TX",,"This position will be responsible for a wide range of data processing, data entry, and data quality assurance tasks assisting our Account Managers and Data...",Data Integrity Specialist,,,0,13-18 days ago,1,3,0,no_rating
14859,Tiger Analytics,0.0,"Austin, TX",,"As a Data Scientist you will work with our clients to define a business problem into an analytical problem, determine solution requirements, design the analysis...",Data Scientist,,,0,more than 30 days ago,1,3,0,no_rating
14860,MaxPoint,0.0,"Austin, TX",,"Senior Data Scientist – Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist - Machine Learning,,,0,25-30 days ago,1,3,0,no_rating
14861,University of Texas at Austin,421.0,"Austin, TX",4.45,"System of Texas ( TRS ), subject to the. Demonstrated proficiency in data collection, verification and analysis....",Development Researcher - Research Analyst,monthly,39996.0,0,1-6 days ago,1,3,0,high_rating
14862,ThisWay,0.0,"Austin, TX",,"You will take a leadership role in our algorithm team to develop machine learning and behavior matching with respect to jobs, culture, work environments and...",Machine Learning Algorithm Developer Engineer,,,0,more than 30 days ago,1,3,0,no_rating
14863,City of Austin,89.0,"Austin, TX",4.40000025,This position is a member of the public health response team and will be required to carry a pager and may be called in to support a public health emergency....,Research Analyst,hourly,50304.8,0,1-6 days ago,1,3,0,high_rating
14864,Predictive Science,0.0,"Austin, TX",,This is a freelance data scientist position who will work with other senior data scientists to consult with executives and data scientists who are a part of the...,Data Scientist,,,1,more than 30 days ago,0,3,0,no_rating
14865,Indeed Prime,0.0,"Austin, TX",,"Expert in Python and core libraries used by data scientists (Numpy, Scipy, Pandas, Scikit-learn, Matplotlib/Seaborn, etc.)....",Data Scientist,,,1,more than 30 days ago,1,3,0,no_rating
14869,Computer Futures,6.0,"Austin, TX",4.40000025,"As a Data Scientist - you'll play a major role in how we architect, visualize, and interpret critical data that is at the very core of our business....",Data Scientist E2/3,yearly,122500.0,0,more than 30 days ago,1,4,0,high_rating
14870,Health & Human Services Comm,0.0,"Austin, TX",,"Prepares and reviews a variety of written, oral, and graphical deliverables containing analyses of Medicaid/CHIP data, methods, procedures, and relevant sources...",Data Scientist,monthly,83298.0,0,more than 30 days ago,1,4,0,no_rating
14871,Google,1278.0,"Austin, TX",4.40000025,"The Google Cloud training team already develops and delivers Google Cloud Platform product and solution training to thousands of partners, end-users and...","Cloud Instructor (Big Data, Machine Learning), Google Cloud...",,,0,more than 30 days ago,1,4,0,high_rating
14872,Genotox Laboratories,3.0,"Austin, TX",3.6,To achieve this Genotox employs powerful genetic sequencing and mass-spectrometry tools under the guidance of doctors and scientists who are experts in their...,Experienced Clinical LC-MS/MS Operator,,,0,7-12 days ago,1,4,0,low_rating
14873,Terracon,73.0,"Austin, TX",3.3,Proficient scientific professional responsible for conducting site testing and making recommendations for systems design on smaller projects of minimal...,Staff Scientist,,,0,1-6 days ago,1,4,0,low_rating
14874,Texas Guaranteed Student Loan Corporation,12.0,"Austin, TX",3.4,Project management experience. Six years of relevant work experience in higher education may substitute for the bachelor’s....,Research Analyst,,,0,7-12 days ago,0,4,0,low_rating
14875,Thermo Fisher Scientific,1016.0,"Austin, TX",3.55,"Manage a group of scientists as they execute on the work plan. Contribute to clinical trial planning, site training, and data reviews for necessary regulatory...","Staff Scientist, R&D - Companion Diagnostics",,,0,1-6 days ago,1,4,0,low_rating
14876,Retail Solutions,0.0,"Austin, TX",,"Gathers data on newly available properties, transactions, tenants, tenants in the market, and new developments and inputs data into appropriate databases....",Research Analyst,,,0,19-24 days ago,1,4,0,no_rating
14877,"Advanced Micro Devices, Inc.",245.0,"Austin, TX",3.6,Undergraduate Computer Science or Statistics degree and 10+ years analytics experience or Graduate degree and 8+ years analytics experience....,Data Scientist Product Data Analytics,,,0,more than 30 days ago,1,4,0,low_rating
14878,University of Texas at Austin,421.0,"Austin, TX",4.45,Subject to a government security investigation and must meet eligibility requirements for access to classified information at the level appropriate to the...,Engineering Scientist - Senior Software Engineering Scientis...,monthly,102498.0,0,13-18 days ago,1,4,0,high_rating
14884,YouEarnedIt,0.0,"Austin, TX",,"YouEarnedIt is looking for a Data Scientist to join the team and provide direction with insights, trends, analytics, nuggets of data gold, and trends around...",Data Scientist,,,0,more than 30 days ago,1,5,0,no_rating
14885,Phunware,0.0,"Austin, TX",,"We are looking for a true renaissance data scientist who is both machine learning expert and engineer, but is also comfortable wearing the hat of statistician...",Data Scientist,,,0,more than 30 days ago,1,5,0,no_rating
14887,Wellsmith,0.0,"Austin, TX",,"Graduate-level coursework or research in areas such as machine learning, natural language processing, predictive models, data mining, or similar.Exceptional...",Data Scientist Internship,,,0,more than 30 days ago,1,5,0,no_rating
14888,Environmental Defense Fund,15.0,"Austin, TX",4.40000025,"Synthesize and disseminate that information for EDF scientists, economists, attorneys and policy specialists....",Research Analyst,,,0,7-12 days ago,1,5,0,high_rating
14889,Atlassian,6.0,"Austin, TX",4.34999975,The most amazing thinkers—like NASA rocket scientists and Tesla engineers—are coming to us for solutions....,"Java Web Developer Intern, Voice of the Customer",,,0,7-12 days ago,1,5,0,high_rating
14891,University of Texas at Austin,421.0,"Austin, TX",4.45,"As part of a multi-disciplinary, integrated research team, the candidate will participate directly in efforts to install, operate and maintain both permanent...",Research Engineering/ Scientist Associate III (Exempt),monthly,42228.0,0,1-6 days ago,1,5,0,high_rating
14892,Terracon,73.0,"Austin, TX",3.3,Entry level scientific professional responsible for gathering data and information to be evaluated by other team members....,Assistant Scientist,,,0,1-6 days ago,1,5,0,low_rating
14893,Luna Data Solutions,0.0,"Austin, TX",,Deep understanding and practical experience with machine learning algorithms. We have a client that is seeking a talented and curious Machine Learning Engineer....,Machine Learning Engineer (Sr.),,,0,13-18 days ago,1,5,0,no_rating
14899,HomeAway,54.0,"Austin, TX",4.40000025,"As part of the Digital Platform Engineering Team, you will have a uniqueopportunity to develop software solutions that capture data in real-time from avariety...",Staff Software Engineer/Big Data,,,0,19-24 days ago,1,6,0,high_rating
14900,Apple,2687.0,"Austin, TX",4.40000025,"Develop new tools, capabilities and infrastructure to improve how data scientists conduct data analysis and model research....",Data Science Engineer,,,0,more than 30 days ago,1,6,0,high_rating
14901,MaxPoint,0.0,"Austin, TX",,Senior Data Scientist – Geospatial Analytics. Design large scale data pipelines that transforms raw location data into usable customer insights....,Senior Data Scientist - Geospatial Analytics,,,0,more than 30 days ago,1,6,0,no_rating
14902,LawnStarter,0.0,"Austin, TX",,"As our lead data scientist, you will... LawnStarter is looking for a Senior Data Scientist to join our growing product development team....",Senior Data Scientist,,,0,more than 30 days ago,1,6,0,no_rating
14903,MaxPoint,0.0,"Austin, TX",,Data Scientists at MaxPoint are heavily involved in all stages of developing products:. MaxPoint is seeking a motivated Director of Data Science to lead a team...,Director of Data Science,,,0,more than 30 days ago,1,6,0,no_rating
14904,SparkCognition,0.0,"Austin, TX",,"You will be working closely with Data Scientists, Business Development, Customers and Engineers to build and optimize various aspects of the pipeline....","Software Engineer, Big Data",,,0,more than 30 days ago,1,6,0,no_rating
14905,University of Texas at Austin,421.0,"Austin, TX",4.45,"Familiarity with engineering and or scientific equipment ordinarily used in college laboratory work. System of Texas ( TRS ), subject to the....",Research Engineering/ Scientist Associate II,monthly,38520.0,0,13-18 days ago,1,6,0,high_rating
14906,Clinical Pathology Laboratories,100.0,"Austin, TX",3.25,Certification in the area of Clinical Laboratory Science by the American Society of Clinical Pathologists or equivalent....,R&D Scientist,,,0,25-30 days ago,1,6,0,low_rating
14907,IBM,12684.0,"Austin, TX",4.25,Deliver insights that drive better talent decisions IBM's talent analytics and cognitive human resources (HR) solutions and services help HR professionals take...,WW (CoC) - Talent & Engagement - Talent Analytics - Associat...,,,0,more than 30 days ago,1,6,0,high_rating
