,artist,track,length,genre,date_entered,date_peaked,weeks_on_chart,best_ranking,weeks_to_peak,Week,Ranking
9167,"Spencer, Tracie",Still In My Heart,4.18333333333,Rock,2000-03-04,2000-03-11,3,88.0,1.0,29th_week,
9168,Nu Flavor,3 Little Words,3.9,R&B,2000-06-03,2000-06-17,9,89.0,2.0,29th_week,
9169,Tamar,If You Don't Wanna Love Me,4.03333333333,Rock,2000-03-25,2000-04-15,6,89.0,3.0,29th_week,
9170,"Levert, Gerald",Baby U Are,4.16666666667,R&B,2000-08-19,2000-08-26,5,89.0,1.0,29th_week,
9171,"Hart, Beth",L.A. Song,3.78333333333,Country,1999-11-27,2000-01-15,12,90.0,7.0,29th_week,
9172,"Diffie, Joe",The Quittin' Kind,3.38333333333,Country,2000-01-01,2000-01-22,6,90.0,3.0,29th_week,
9173,Funkmaster Flex,Do You,4.23333333333,Rap,2000-11-11,2000-12-02,7,91.0,3.0,29th_week,
9174,"Price, Kelly",Love Sets You Free,3.76666666667,Rock,2000-05-13,2000-05-20,4,91.0,1.0,29th_week,
9175,En Vogue,Riddle,5.16666666667,Rock,2000-06-17,2000-06-17,4,92.0,0.0,29th_week,
9176,"Herndon, Ty",No Mercy,4.71666666667,Country,2000-03-18,2000-05-06,8,92.0,7.0,29th_week,
9177,Anastacia,I'm Outta Love,4.01666666667,Pop,2000-04-01,2000-04-01,3,92.0,0.0,29th_week,
9178,Trina,Pull Over,2.96666666667,Rap,2000-09-09,2000-09-16,4,93.0,1.0,29th_week,
9179,Lil' Mo,Ta Da,4.28333333333,Rap,2000-08-12,2000-09-16,7,95.0,5.0,29th_week,
9180,A*Teens,Dancing Queen,3.73333333333,Pop,2000-07-08,2000-07-29,5,95.0,3.0,29th_week,
9181,"Sheist, Shade",Where I Wanna Be,4.26666666667,Rap,2000-11-11,2000-11-18,5,95.0,1.0,29th_week,
9182,De La Soul,All Good?,5.03333333333,Rap,2000-12-23,2000-12-23,3,96.0,0.0,29th_week,
9183,"Larrieux, Amel",Get Up,4.03333333333,R&B,2000-03-04,2000-03-11,3,97.0,1.0,29th_week,
9184,"Braxton, Toni",Spanish Guitar,4.4,Rock,2000-12-02,2000-12-02,3,98.0,0.0,29th_week,
9185,Tuesday,I Know,4.1,Rock,2000-12-30,2000-12-30,2,98.0,0.0,29th_week,
9186,LL Cool J,Imagine That,4.0,Rap,2000-08-12,2000-08-19,2,98.0,1.0,29th_week,
9187,Master P,Souljas,3.55,Rap,2000-11-18,2000-11-18,1,98.0,0.0,29th_week,
9188,Ghostface Killah,Cherchez LaGhost,3.06666666667,R&B,2000-08-05,2000-08-05,1,98.0,0.0,29th_week,
9189,"Smith, Will",Freakin' It,3.96666666667,Rap,2000-02-12,2000-02-12,4,99.0,0.0,29th_week,
9190,Zombie Nation,Kernkraft 400,3.5,Rock,2000-09-02,2000-09-02,2,99.0,0.0,29th_week,
9191,"Eastsidaz, The",Got Beef,3.96666666667,Rap,2000-07-01,2000-07-01,2,99.0,0.0,29th_week,
9192,Fragma,Toca's Miracle,3.36666666667,R&B,2000-10-28,2000-10-28,1,99.0,0.0,29th_week,
9193,Destiny's Child,Independent Women Part I,3.63333333333,Rock,2000-09-23,2000-11-18,28,1.0,8.0,30th_week,
9194,Santana,"Maria, Maria",4.3,Rock,2000-02-12,2000-04-08,26,1.0,8.0,30th_week,
9195,Savage Garden,I Knew I Loved You,4.11666666667,Rock,1999-10-23,2000-01-29,33,1.0,14.0,30th_week,34.0
9196,Madonna,Music,3.75,Rock,2000-08-12,2000-09-16,24,1.0,5.0,30th_week,
9197,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3.63333333333,Rock,2000-08-05,2000-10-14,21,1.0,10.0,30th_week,
9198,Janet,Doesn't Really Matter,4.28333333333,Rock,2000-06-17,2000-08-26,24,1.0,10.0,30th_week,
9199,Destiny's Child,Say My Name,4.51666666667,Rock,1999-12-25,2000-03-18,32,1.0,12.0,30th_week,37.0
9200,"Iglesias, Enrique",Be With You,3.6,Latin,2000-04-01,2000-06-24,20,1.0,12.0,30th_week,
9201,Sisqo,Incomplete,3.86666666667,Rock,2000-06-24,2000-08-12,26,1.0,7.0,30th_week,
9202,Lonestar,Amazed,4.41666666667,Country,1999-06-05,2000-03-04,55,1.0,39.0,30th_week,45.0
9203,N'Sync,It's Gonna Be Me,3.16666666667,Rock,2000-05-06,2000-07-29,25,1.0,12.0,30th_week,
9204,"Aguilera, Christina",What A Girl Wants,3.3,Rock,1999-11-27,2000-01-15,24,1.0,7.0,30th_week,
9205,Vertical Horizon,Everything You Want,4.01666666667,Rock,2000-01-22,2000-07-15,41,1.0,25.0,30th_week,7.0
9206,Creed,With Arms Wide Open,3.86666666667,Rock,2000-05-13,2000-11-11,47,1.0,26.0,30th_week,3.0
9207,Aaliyah,Try Again,4.05,Rock,2000-03-18,2000-06-17,32,1.0,13.0,30th_week,33.0
9208,matchbox twenty,Bent,4.2,Rock,2000-04-29,2000-07-22,39,1.0,12.0,30th_week,24.0
9209,"Carey, Mariah",Thank God I Found You,4.23333333333,Rock,1999-12-11,2000-02-19,20,1.0,10.0,30th_week,
9210,"Hill, Faith",Breathe,4.06666666667,Rap,1999-11-06,2000-04-22,53,2.0,24.0,30th_week,2.0
9211,Mya,Case Of The Ex (Whatcha Gonna Do),3.83333333333,Rock,2000-08-19,2000-12-02,30,2.0,15.0,30th_week,35.0
9212,Dream,He Loves U Not,3.71666666667,Rock,2000-09-30,2000-12-30,28,2.0,13.0,30th_week,
9213,"Braxton, Toni",He Wasn't Man Enough,4.35,Rock,2000-03-18,2000-05-06,37,2.0,7.0,30th_week,19.0
9214,"Anthony, Marc",You Sang To Me,3.83333333333,Latin,2000-02-26,2000-06-03,32,2.0,14.0,30th_week,33.0
9215,98¡,Give Me Just One Night (Una Noche),3.4,Rock,2000-08-19,2000-09-30,20,2.0,6.0,30th_week,
9216,Destiny's Child,Jumpin' Jumpin',3.8,Rock,2000-05-13,2000-08-19,32,3.0,14.0,30th_week,30.0
9217,3 Doors Down,Kryptonite,3.88333333333,Rock,2000-04-08,2000-11-11,53,3.0,31.0,30th_week,4.0
9218,Sisqo,Thong Song,4.08333333333,Rock,2000-01-29,2000-05-20,28,3.0,16.0,30th_week,
9219,"Aguilera, Christina",I Turn To You,4.0,Rock,2000-04-15,2000-07-01,22,3.0,11.0,30th_week,
9220,"Houston, Whitney",My Love Is Your Love,4.26666666667,Rock,1999-09-04,2000-01-08,28,4.0,18.0,30th_week,
9221,Joe,I Wanna Know,4.95,Rock,2000-01-01,2000-07-01,44,4.0,26.0,30th_week,5.0
9222,"Jordan, Montell",Get It On.. Tonite,4.56666666667,Rap,1999-10-23,2000-02-12,32,4.0,16.0,30th_week,23.0
9223,N'Sync,Bye Bye Bye,3.25,Rock,2000-01-29,2000-04-15,23,4.0,11.0,30th_week,
9224,Eminem,The Real Slim Shady,4.7,Rap,2000-05-06,2000-06-24,19,4.0,7.0,30th_week,
9225,Pink,Most Girls,4.1,Rock,2000-08-12,2000-11-25,27,4.0,15.0,30th_week,
9226,"Mumba, Samantha",Gotta Tell You,3.31666666667,Rock,2000-09-09,2000-12-09,22,4.0,13.0,30th_week,
9227,Blaque,Bring It All To Me,3.76666666667,Pop,1999-10-23,2000-01-22,29,5.0,13.0,30th_week,
9228,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3.85,Rap,1999-11-27,2000-01-08,21,5.0,6.0,30th_week,
9229,"Gray, Macy",I Try,3.86666666667,Rock,2000-02-19,2000-05-20,27,5.0,13.0,30th_week,
9230,N'Sync,This I Promise You,4.38333333333,Rock,2000-09-30,2000-12-02,26,5.0,9.0,30th_week,
9231,Ruff Endz,No More,3.93333333333,Rock,2000-07-01,2000-09-02,26,5.0,9.0,30th_week,
9232,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3.9,Rock,2000-01-01,2000-03-18,24,6.0,11.0,30th_week,
9233,Nine Days,Absolutely (Story Of A Girl),3.15,Rock,2000-05-06,2000-07-22,27,6.0,11.0,30th_week,
9234,"Dion, Celine",That's The Way It Is,4.05,Rock,1999-11-13,2000-03-04,28,6.0,16.0,30th_week,
9235,Blink-182,All The Small Things,2.86666666667,Rock,1999-12-04,2000-02-19,23,6.0,11.0,30th_week,
9236,Eiffel 65,Blue (Da Ba Dee),3.48333333333,Electronica,1999-12-11,2000-01-29,20,6.0,7.0,30th_week,
9237,"Badu, Erkyah",Bag Lady,5.05,Rock,2000-08-19,2000-10-07,20,6.0,7.0,30th_week,
9238,Pink,There U Go,3.38333333333,Rock,2000-03-04,2000-04-08,32,7.0,5.0,30th_week,41.0
9239,Creed,Higher,5.26666666667,Rock,1999-09-11,2000-07-22,57,7.0,45.0,30th_week,41.0
9240,Nelly,(Hot S**t) Country Grammar,4.28333333333,Rap,2000-04-29,2000-09-16,34,7.0,20.0,30th_week,23.0
9241,Next,Wifey,4.05,Rock,2000-05-27,2000-09-09,21,7.0,15.0,30th_week,
9242,Kenny G,Auld Lang Syne (The Millenium Mix),7.83333333333,Jazz,1999-12-25,2000-01-08,5,7.0,2.0,30th_week,
9243,Sonique,It Feels So Good,3.8,Rock,2000-01-22,2000-04-22,24,8.0,13.0,30th_week,
9244,"Spears, Britney",Oops!.. I Did It Again,3.5,Rock,2000-04-22,2000-06-10,20,9.0,7.0,30th_week,
9245,"Backstreet Boys, The",Shape Of My Heart,3.81666666667,Rock,2000-10-14,2000-12-02,20,9.0,7.0,30th_week,
9246,Everclear,Wonderful,4.5,Rock,2000-07-08,2000-09-30,21,11.0,12.0,30th_week,
9247,Ja Rule,Between Me And You,4.08333333333,Rap,2000-09-16,2000-11-18,20,11.0,9.0,30th_week,
9248,"Rimes, LeAnn",I Need You,3.7,Country,2000-05-27,2000-08-12,25,11.0,11.0,30th_week,
9249,Smash Mouth,Then The Morning Comes,3.06666666667,Rock,1999-10-30,2000-01-29,26,11.0,13.0,30th_week,
9250,Jay-Z,I Just Wanna Love U (Give It 2 Me),3.83333333333,Rap,2000-10-28,2000-12-30,21,11.0,9.0,30th_week,
9251,Jagged Edge,Let's Get Married,4.38333333333,Rock,2000-05-06,2000-07-29,24,11.0,12.0,30th_week,
9252,Filter,Take A Picture,4.38333333333,Rock,1999-11-27,2000-02-05,20,12.0,10.0,30th_week,
9253,"Martin, Ricky",She Bangs,4.03333333333,Latin,2000-10-07,2000-12-02,18,12.0,8.0,30th_week,
9254,Mystikal,Shake Ya Ass,4.76666666667,Rap,2000-08-12,2000-10-28,20,13.0,11.0,30th_week,
9255,BBMak,Back Here,3.58333333333,Rock,2000-04-29,2000-07-29,31,13.0,13.0,30th_week,45.0
9256,"Spears, Britney",From The Bottom Of My Broken Heart,4.5,Rock,2000-01-29,2000-02-26,20,14.0,4.0,30th_week,
9257,Third Eye Blind,Never Let You Go,3.95,Rock,2000-01-22,2000-04-01,22,14.0,10.0,30th_week,
9258,Red Hot Chili Peppers,Otherside,4.21666666667,Rock,2000-02-12,2000-05-27,22,14.0,15.0,30th_week,
9259,Profyle,Liar,3.95,R&B,2000-09-16,2000-10-28,20,14.0,6.0,30th_week,
9260,Barenaked Ladies,Pinch Me,3.76666666667,Rock,2000-09-09,2000-11-25,21,15.0,11.0,30th_week,
9261,Jagged Edge,He Can't Love U,3.5,Rock,1999-12-11,2000-01-08,20,15.0,4.0,30th_week,
9262,504 Boyz,Wobble Wobble,3.58333333333,Rap,2000-04-15,2000-05-06,18,17.0,3.0,30th_week,
9263,Sting,Desert Rose,3.86666666667,Rock,2000-05-13,2000-08-26,26,17.0,15.0,30th_week,
9264,Jay-Z,Big Pimpin',3.91666666667,Rap,2000-04-22,2000-07-08,20,18.0,11.0,30th_week,
9265,Kid Rock,Only God Knows Why,5.45,Rock,2000-02-19,2000-04-15,20,19.0,8.0,30th_week,
9266,Foo Fighters,Learn To Fly,3.91666666667,Rock,1999-10-16,2000-01-22,21,19.0,14.0,30th_week,
9267,"Dixie Chicks, The",Goodbye Earl,4.31666666667,Country,2000-03-18,2000-05-06,15,19.0,7.0,30th_week,
9268,Guy,Dancin',4.13333333333,R&B,1999-12-18,2000-01-01,11,19.0,2.0,30th_week,
9269,Lil Bow Wow,Bounce With Me,3.36666666667,Rap,2000-08-19,2000-09-16,20,20.0,4.0,30th_week,
9270,Westlife,Swear It Again,4.11666666667,Rock,2000-04-01,2000-07-01,20,20.0,13.0,30th_week,
9271,Train,Meet Virginia,3.91666666667,Rock,1999-10-09,2000-01-22,27,20.0,15.0,30th_week,
9272,"Thomas, Carl",I Wish,3.83333333333,Rock,2000-03-25,2000-05-13,20,20.0,7.0,30th_week,
9273,Hanson,This Time Around,4.23333333333,Country,2000-04-22,2000-05-06,7,20.0,2.0,30th_week,
9274,"Simpson, Jessica",I Think I'm In Love With You,3.53333333333,Pop,2000-07-01,2000-08-12,16,21.0,6.0,30th_week,
9275,Ludacris,What's Your Fantasy,4.26666666667,Rap,2000-09-30,2000-12-16,22,21.0,11.0,30th_week,
9276,Lil' Zane,Callin' Me,3.71666666667,Rap,2000-07-29,2000-09-02,13,21.0,5.0,30th_week,
9277,M2M,Don't Say You Love Me,3.68333333333,Pop,1999-11-20,2000-01-08,12,21.0,7.0,30th_week,
9278,SoulDecision,Faded,3.41666666667,Rock,2000-07-08,2000-09-09,24,22.0,9.0,30th_week,
9279,"Brock, Chad",Yes!,3.36666666667,Country,2000-04-08,2000-07-01,20,22.0,12.0,30th_week,
9280,"Martin, Ricky",Shake Your Bon-Bon,3.13333333333,Latin,1999-11-20,2000-02-12,18,22.0,12.0,30th_week,
9281,Vertical Horizon,You're A God,3.75,Rock,2000-08-26,2000-11-04,21,23.0,10.0,30th_week,
9282,Avant,Separated,4.21666666667,Rock,2000-04-29,2000-05-20,20,23.0,3.0,30th_week,
9283,"Rimes, LeAnn",Big Deal,3.05,Country,1999-10-16,2000-01-01,20,23.0,11.0,30th_week,
9284,IMx,Stay The Night,3.61666666667,Rap,1999-10-09,2000-01-08,20,23.0,13.0,30th_week,
9285,Dr. Dre,The Next Episode,2.63333333333,Rap,2000-05-27,2000-07-29,20,23.0,9.0,30th_week,
9286,"Spears, Britney",Lucky,3.38333333333,Rock,2000-08-12,2000-09-09,11,23.0,4.0,30th_week,
9287,Savage Garden,Crash And Burn,4.68333333333,Rock,2000-04-08,2000-05-27,20,24.0,7.0,30th_week,
9288,Kandi,Don't Think I'm Not,3.83333333333,Rock,2000-08-05,2000-10-07,24,24.0,9.0,30th_week,
9289,Sammie,I Like It,4.15,Rock,2000-01-29,2000-04-15,20,24.0,11.0,30th_week,
9290,Goo Goo Dolls,Broadway,3.9,Rock,2000-04-22,2000-07-01,20,24.0,10.0,30th_week,
9291,"Moore, Mandy",I Wanna Be With You,4.2,Pop,2000-06-17,2000-08-12,23,24.0,8.0,30th_week,
9292,Dr. Dre,Forgot About Dre,3.7,Rap,2000-01-22,2000-03-25,20,25.0,9.0,30th_week,
9293,D'Angelo,Untitled (How Does It Feel),7.16666666667,R&B,2000-01-22,2000-02-19,17,25.0,4.0,30th_week,
9294,"Messina, Jo Dee",That's The Way,3.28333333333,Country,2000-06-24,2000-08-26,20,25.0,9.0,30th_week,
9295,Avant,My First Love,4.46666666667,Rock,2000-11-04,2000-12-16,20,26.0,6.0,30th_week,
9296,Son By Four,A Puro Dolor (Purest Of Pain),3.5,Latin,2000-04-08,2000-08-19,26,26.0,19.0,30th_week,
9297,Da Brat,What'Chu Like,3.95,Rap,2000-06-03,2000-08-12,20,26.0,10.0,30th_week,
9298,DMX,Party Up (Up In Here),3.75,Rap,2000-02-26,2000-04-22,21,27.0,8.0,30th_week,
9299,"Dixie Chicks, The",Cowboy Take Me Away,4.85,Country,1999-11-27,2000-01-29,20,27.0,9.0,30th_week,
9300,"McGraw, Tim",My Next Thirty Years,3.61666666667,Country,2000-10-21,2000-12-16,20,27.0,8.0,30th_week,
9301,"Tritt, Travis",Best Of Intentions,4.25,Country,2000-08-19,2000-12-02,22,27.0,15.0,30th_week,
9302,Alice Deejay,Better Off Alone,6.83333333333,Electronica,2000-04-08,2000-06-03,20,27.0,8.0,30th_week,
9303,Hoku,Another Dumb Blonde,3.78333333333,Pop,2000-02-19,2000-04-08,14,27.0,7.0,30th_week,
9304,"Houston, Whitney",I Learned From The Best,4.3,Rock,2000-02-19,2000-03-25,11,27.0,5.0,30th_week,
9305,Counting Crows,Hanginaround,4.11666666667,Rock,1999-11-06,2000-01-29,20,28.0,12.0,30th_week,
9306,Mary Mary,Shackles (Praise You),3.2,Rock,2000-03-25,2000-05-13,20,28.0,7.0,30th_week,
9307,"Carey, Mariah",Crybaby,5.31666666667,Rock,2000-06-24,2000-06-24,7,28.0,0.0,30th_week,
9308,"McGraw, Tim",My Best Friend,4.55,Country,1999-11-27,2000-01-29,21,29.0,9.0,30th_week,
9309,Sugar Ray,Falls Apart,4.25,Rock,2000-01-15,2000-02-19,20,29.0,5.0,30th_week,
9310,Madonna,American Pie,4.5,Rock,2000-02-19,2000-03-04,9,29.0,2.0,30th_week,
9311,"Jones, Donell",Where I Wanna Be,6.36666666667,Rock,2000-04-22,2000-07-08,20,29.0,11.0,30th_week,
9312,"Paisley, Brad",We Danced,3.75,Country,2000-10-14,2000-12-16,20,29.0,9.0,30th_week,
9313,Lonestar,What About Now,3.5,Country,2000-06-10,2000-08-19,20,30.0,10.0,30th_week,
9314,"Backstreet Boys, The",The One,3.76666666667,Rock,2000-05-27,2000-07-01,15,30.0,5.0,30th_week,
9315,"Keith, Toby",How Do You Like Me Now?!,3.48333333333,Country,2000-01-29,2000-04-08,20,31.0,10.0,30th_week,
9316,"Strait, George",The Best Day,3.4,Country,2000-01-29,2000-04-22,20,31.0,12.0,30th_week,
9317,"Dixie Chicks, The",Without You,3.53333333333,Country,2000-10-07,2000-12-23,20,31.0,11.0,30th_week,
9318,Musiq,Just Friends (Sunny),4.03333333333,Rap,2000-10-14,2000-12-30,20,31.0,11.0,30th_week,
9319,"McEntire, Reba",What Do You Say,3.43333333333,Country,1999-10-30,2000-01-29,20,31.0,13.0,30th_week,
9320,"Braxton, Toni",Just Be A Man About It,4.16666666667,Rock,2000-07-29,2000-09-02,20,32.0,5.0,30th_week,
9321,"Iglesias, Enrique",Rhythm Divine,7.58333333333,Latin,1999-12-04,2000-01-22,17,32.0,7.0,30th_week,
9322,"Fabian, Lara",I Will Love Again,3.71666666667,Pop,2000-06-10,2000-08-12,17,32.0,9.0,30th_week,
9323,Bon Jovi,It's My Life,3.73333333333,Rock,2000-08-12,2000-09-30,20,33.0,7.0,30th_week,
9324,"Evans, Sara",Born To Fly,5.6,Country,2000-10-21,2000-12-30,20,34.0,10.0,30th_week,
9325,"Chesney, Kenny",I Lost It,3.9,Country,2000-10-21,2000-12-23,20,34.0,9.0,30th_week,
9326,J-Shin,One Night Stand,4.56666666667,R&B,1999-12-25,2000-02-26,17,34.0,9.0,30th_week,
9327,Eve,Love Is Blind,3.85,Rap,2000-01-08,2000-02-19,16,34.0,6.0,30th_week,
9328,Aaliyah,I Don't Wanna,4.25,Rock,2000-01-29,2000-03-04,20,35.0,5.0,30th_week,
9329,"Montgomery, John Michael",The Little Girl,3.86666666667,Country,2000-09-09,2000-10-28,20,35.0,7.0,30th_week,
9330,"Carter, Aaron",Aaron's Party (Come Get It),3.38333333333,R&B,2000-08-26,2000-09-16,15,35.0,3.0,30th_week,
9331,"Vassar, Phil",Just Another Day In Paradise,3.9,Country,2000-09-30,2000-12-02,20,35.0,9.0,30th_week,
9332,Ice Cube,You Can Do It,4.33333333333,Rap,1999-12-04,2000-01-15,12,35.0,6.0,30th_week,
9333,"Wills, Mark",Back At One,4.0,Country,2000-01-15,2000-02-26,18,36.0,6.0,30th_week,
9334,Lucy Pearl,Dance Tonight,3.75,R&B,2000-05-20,2000-07-29,19,36.0,10.0,30th_week,
9335,"Jackson, Alan",It Must Be Love,2.88333333333,Country,2000-06-24,2000-09-02,20,37.0,10.0,30th_week,
9336,"Griggs, Andy",She's More,3.31666666667,Country,2000-03-11,2000-06-10,20,37.0,13.0,30th_week,
9337,No Doubt,Simple Kind Of Life,4.18333333333,Rock,2000-07-01,2000-07-22,13,38.0,3.0,30th_week,
9338,"Jean, Wyclef",911,4.0,Rap,2000-10-07,2000-11-25,19,38.0,7.0,30th_week,
9339,Rascal Flatts,Prayin' For Daylight,3.6,Country,2000-05-06,2000-08-12,20,38.0,14.0,30th_week,
9340,Vitamin C,Graduation (Friends Forever),4.38333333333,Rock,2000-04-15,2000-06-10,12,38.0,8.0,30th_week,
9341,"Gilman, Billy",One Voice,4.11666666667,Country,2000-06-17,2000-09-02,19,38.0,11.0,30th_week,
9342,Lonestar,Smile,3.55,Country,1999-12-18,2000-02-12,20,39.0,8.0,30th_week,
9343,"Rogers, Kenny",Buy Me A Rose,3.76666666667,Country,2000-03-11,2000-05-06,20,40.0,8.0,30th_week,
9344,"Lawrence, Tracy",Lessons Learned,2.91666666667,Country,2000-01-29,2000-04-08,20,40.0,10.0,30th_week,
9345,"Strait, George",Go On,3.8,Country,2000-08-26,2000-10-28,20,40.0,9.0,30th_week,
9346,Sisqo,Got To Get It,3.86666666667,Rock,1999-11-20,2000-01-22,20,40.0,9.0,30th_week,
9347,Baha Men,Who Let The Dogs Out,3.28333333333,R&B,2000-07-22,2000-10-21,20,40.0,13.0,30th_week,
9348,"Walker, Clay",The Chain Of Love,5.05,Country,2000-04-15,2000-06-10,20,40.0,8.0,30th_week,
9349,"McBride, Martina",Love's The Only House,5.21666666667,Country,2000-02-05,2000-04-15,20,42.0,10.0,30th_week,
9350,Amber,Sexual (Li Da Di),4.63333333333,Rock,1999-07-17,2000-02-12,29,42.0,30.0,30th_week,44.0
9351,"Tippin, Aaron",Kiss This,2.88333333333,Country,2000-08-26,2000-10-21,20,42.0,8.0,30th_week,
9352,SheDaisy,I Will.. But,3.66666666667,Country,2000-07-15,2000-09-16,20,43.0,9.0,30th_week,
9353,"Raye, Collin",Couldn't Last A Moment,3.66666666667,Country,2000-03-18,2000-06-24,20,43.0,14.0,30th_week,
9354,Black Rob,Whoa!,4.06666666667,Rap,2000-03-04,2000-04-15,17,43.0,6.0,30th_week,
9355,"Jackson, Alan",Pop A Top,3.06666666667,Country,1999-11-13,2000-01-22,17,43.0,10.0,30th_week,
9356,"Black, Clint",Been There,5.46666666667,Country,2000-02-19,2000-04-15,20,44.0,8.0,30th_week,
9357,Common,The Light,3.91666666667,Rap,2000-08-05,2000-09-09,19,44.0,5.0,30th_week,
9358,"Vassar, Phil",Carlene,4.11666666667,Country,2000-03-04,2000-04-22,19,45.0,7.0,30th_week,
9359,"Jackson, Alan",www.memory,2.6,Country,2000-11-04,2000-12-23,15,45.0,7.0,30th_week,
9360,Vitamin C,The Itch,3.5,Rock,2000-12-02,2000-12-16,9,45.0,2.0,30th_week,
9361,"Eastsidaz, The",G'D Up,4.45,Rap,2000-01-08,2000-02-12,14,47.0,5.0,30th_week,
9362,Ideal,Whatever,3.8,R&B,2000-06-10,2000-08-19,18,47.0,10.0,30th_week,
9363,"Thomas, Carl",Emotional,4.51666666667,Rock,2000-11-25,2000-12-30,20,47.0,5.0,30th_week,
9364,Ginuwine,None Of Ur Friends Business,4.2,Rock,1999-12-11,2000-01-22,15,48.0,6.0,30th_week,
9365,"Davidson, Clay",Unconditional,3.93333333333,Country,2000-03-25,2000-06-17,20,49.0,12.0,30th_week,
9366,DMX,What You Want,4.08333333333,Rap,2000-07-01,2000-09-23,20,49.0,12.0,30th_week,
9367,"John, Elton",Someday Out Of The Blue,4.68333333333,Rock,2000-04-22,2000-05-06,15,49.0,2.0,30th_week,
9368,Pearl Jam,Nothing As It Seems,5.33333333333,Rock,2000-05-13,2000-05-13,6,49.0,0.0,30th_week,
9369,Mya,The Best Of Me,4.2,Rock,2000-04-15,2000-05-20,17,50.0,5.0,30th_week,
9370,"Heatherly, Eric",Flowers On The Wall,3.26666666667,Country,2000-04-29,2000-08-12,20,50.0,15.0,30th_week,
9371,Eminem,Stan,5.43333333333,Rap,2000-11-04,2000-12-02,15,51.0,4.0,30th_week,
9372,"McEntire, Reba",I'll Be,4.38333333333,Country,2000-05-13,2000-07-29,20,51.0,11.0,30th_week,
9373,"Lopez, Jennifer",Feelin' Good,4.46666666667,Latin,2000-02-19,2000-04-08,17,51.0,7.0,30th_week,
9374,"Urban, Keith",Your Everything,4.16666666667,Country,2000-07-15,2000-09-16,16,51.0,9.0,30th_week,
9375,TLC,Dear Lie,4.6,Rock,2000-02-12,2000-03-04,7,51.0,3.0,30th_week,
9376,"Gill, Vince",Feels Like Love,4.21666666667,Country,2000-09-02,2000-11-18,20,52.0,11.0,30th_week,
9377,"Houston, Whitney",Could I Have This Kiss Forever,3.9,Rock,2000-06-17,2000-08-05,19,52.0,7.0,30th_week,
9378,Bloodhound Gang,The Bad Touch,4.33333333333,R&B,2000-03-18,2000-04-15,12,52.0,4.0,30th_week,
9379,"Williams, Robbie",Angels,3.93333333333,Rock,1999-11-20,2000-01-22,19,53.0,9.0,30th_week,
9380,"Messina, Jo Dee",Because You Love Me,3.83333333333,Country,2000-01-29,2000-03-11,13,53.0,6.0,30th_week,
9381,"Keith, Toby",Country Comes To Town,3.65,Country,2000-08-05,2000-10-14,15,54.0,10.0,30th_week,
9382,Beenie Man,Girls Dem Sugar,4.28333333333,Reggae,2000-10-21,2000-12-02,15,54.0,6.0,30th_week,
9383,"Hill, Faith",Let's Make Love,4.18333333333,Rap,2000-08-12,2000-10-21,14,54.0,10.0,30th_week,
9384,Kelis,Caught Out There,4.15,R&B,1999-12-04,2000-01-08,12,54.0,5.0,30th_week,
9385,Jay-Z,Anything,3.68333333333,Rap,2000-02-26,2000-03-11,8,55.0,2.0,30th_week,
9386,3 Doors Down,Loser,4.4,Rock,2000-10-21,2000-12-02,20,55.0,6.0,30th_week,
9387,Brooks & Dunn,You'll Always Be Loved By Me,2.96666666667,Country,2000-06-10,2000-09-09,19,55.0,13.0,30th_week,
9388,"Chesney, Kenny",What I Need To Do,4.08333333333,Country,2000-04-01,2000-06-10,17,56.0,10.0,30th_week,
9389,"Stone, Angie",No More Rain (In This Cloud),4.7,R&B,1999-12-25,2000-01-22,17,56.0,4.0,30th_week,
9390,Da Brat,That's What I'm Looking For,3.73333333333,Rap,2000-02-26,2000-04-15,18,56.0,7.0,30th_week,
9391,SheDaisy,This Woman Needs,3.33333333333,Country,2000-02-05,2000-03-04,9,57.0,4.0,30th_week,
9392,Papa Roach,Last Resort,3.31666666667,Rock,2000-07-29,2000-12-02,20,57.0,18.0,30th_week,
9393,"Adams, Yolanda",Open My Heart,5.5,Gospel,2000-08-26,2000-10-21,20,57.0,8.0,30th_week,
9394,Shyne,Bad Boyz,4.36666666667,Rap,2000-09-09,2000-10-28,15,57.0,7.0,30th_week,
9395,R.E.M.,The Great Beyond,4.16666666667,Rock,1999-12-25,2000-01-29,14,57.0,5.0,30th_week,
9396,"Diffie, Joe",It's Always Somethin',2.91666666667,Country,2000-08-12,2000-09-16,14,57.0,5.0,30th_week,
9397,"McGraw, Tim",Some Things Never Change,3.93333333333,Country,2000-05-13,2000-07-01,14,58.0,7.0,30th_week,
9398,"Henley, Don",Taking You Home,4.13333333333,Rock,2000-06-24,2000-08-05,20,58.0,6.0,30th_week,
9399,Eminem,The Way I Am,4.66666666667,Rap,2000-08-26,2000-09-30,10,58.0,5.0,30th_week,
9400,Nas,You Owe Me,3.85,R&B,2000-03-25,2000-04-15,16,59.0,3.0,30th_week,
9401,Sister Hazel,Change Your Mind,4.03333333333,Rock,2000-07-15,2000-08-05,20,59.0,3.0,30th_week,
9402,Puff Daddy,Best Friend,5.55,Rap,2000-02-12,2000-02-19,5,59.0,1.0,30th_week,
